STIG ID,NIST 800-53 Control ID,Severity,Step Number,Action/Command,Expected Output/Result,Expected Screen Output (what user sees),Notes,Pass/Fail
SV-258103r1045210_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep dcredit /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"The following condition must NOT be true: the value of ""dcredit"" is a positive number or is commented out. If it is true, this is a finding.",Command output should show lines matching pattern: dcredit,File location: /etc/security/pwquality.conf; Configuration: dcredit = -1,[ ] Pass / [ ] Fail
SV-258105r1045212_rule,IA.05.1(1)(v),MEDIUM,1,"Run `awk -F: '$4 < 1 {printf ""%s %d\n"", $1, $4}' /etc/shadow`","The following condition must NOT be true: any results are returned that are not associated with a system account. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258106r1102061_rule,IA.11,MEDIUM,1,Run `grep -iR 'NOPASSWD' /etc/sudoers /etc/sudoers.d/`,"Must: that ""/etc/sudoers"" has no occurrences of ""NOPASSWD"" with the following command:

$ sudo grep -iR 'NOPASSWD' /etc/sudoers /etc/sudoers. If it does not, this is a finding.",Command output should show lines matching pattern: -iR,,[ ] Pass / [ ] Fail
SV-258107r1045218_rule,IA.05.1(1)(i),MEDIUM,1,Run `grep minlen /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"Must: that RHEL 9 enforces a minimum 15-character password length with the following command:

$ grep minlen /etc/security/pwquality. If it does not, this is a finding.",Command output should show lines matching pattern: minlen,File location: /etc/security/pwquality.conf; Configuration: minlen = 15,[ ] Pass / [ ] Fail
SV-258109r1045220_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep ocredit /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"The following condition must NOT be true: the value of ""ocredit"" is a positive number or is commented out. If it is true, this is a finding.",Command output should show lines matching pattern: ocredit,File location: /etc/security/pwquality.conf; Configuration: ocredit = -1,[ ] Pass / [ ] Fail
SV-258111r1045226_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep ucredit /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"The following condition must NOT be true: the value of ""ucredit"" is a positive number or is commented out. If it is true, this is a finding.",Command output should show lines matching pattern: ucredit,File location: /etc/security/pwquality.conf; Configuration: ucredit = -1,[ ] Pass / [ ] Fail
SV-258112r1045229_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep difok /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"Must: that RHEL 9 requires the change of at least eight of the total number of characters when passwords are changed. If it does not, this is a finding.",Command output should show lines matching pattern: difok,File location: /etc/security/pwquality.conf; Configuration: difok = 8,[ ] Pass / [ ] Fail
SV-258113r1045232_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep maxclassrepeat /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"Must: that RHEL 9 requires that passwords can have a maximum of four repeating characters of the same character class. If it does not, this is a finding.",Command output should show lines matching pattern: maxclassrepeat,File location: /etc/security/pwquality.conf; Configuration: maxclassrepeat = 4,[ ] Pass / [ ] Fail
SV-258114r1045235_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep maxrepeat /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"Must: that RHEL 9 requires that passwords can have a maximum of three of the same consecutive character. If it does not, this is a finding.",Command output should show lines matching pattern: maxrepeat,File location: /etc/security/pwquality.conf; Configuration: maxrepeat = 3,[ ] Pass / [ ] Fail
SV-258115r1045238_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep minclass /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"Must: that RHEL 9 requires passwords to contain at least four character classes. If it does not, this is a finding.",Command output should show lines matching pattern: minclass,File location: /etc/security/pwquality.conf; Configuration: minclass = 4,[ ] Pass / [ ] Fail
SV-258116r1045240_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep crypt_style /etc/libuser.conf`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: crypt_style,File location: /etc/libuser.conf; Configuration: crypt_style = sha512,[ ] Pass / [ ] Fail
SV-258117r1015116_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep -i encrypt_method /etc/login.defs`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -i,,[ ] Pass / [ ] Fail
SV-258118r1050789_rule,IA.11,MEDIUM,1,Run `grep pam_succeed_if /etc/pam.d/sudo`,"The following condition must NOT be true: any occurrences of ""pam_succeed_if"" are returned. If it is true, this is a finding.",Command output should show lines matching pattern: pam_succeed_if,,[ ] Pass / [ ] Fail
SV-258120r991589_rule,CM.06.1(iv),MEDIUM,1,Run `awk -F: '!$2 {print $1}' /etc/shadow`,"The following condition must NOT be true: the command returns any results. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258121r1102086_rule,IA.02.1,MEDIUM,1,Manual verification: Potential command (not recognized): Configure RHEL 9 to load the CAC driver,"All verification requirements must be met. If any requirement is not met, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258122r1045246_rule,IA.02.1(1),MEDIUM,1,Run `grep -ir pam_cert_auth /etc/sssd/sssd.conf /etc/sssd/conf.d/`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -ir,File location: /etc/sssd/sssd.conf; Configuration: pam_cert_auth = True,[ ] Pass / [ ] Fail
SV-258123r1134923_rule,IA.02(12),MEDIUM,1,"Run `grep -sir certificate_verification /etc/sssd/sssd.conf /etc/sssd/conf.d/ | grep -v ""^#""`","The following condition must NOT be true: there is no evidence of certificate status checking being used. If it is true, this is a finding.",Command output should show lines matching pattern: -sir,"File location: /etc/sssd/sssd.conf; Configuration: certificate_verification = ocsp_dgst=sha512; Configuration: ocsp_dgst = sha512""",[ ] Pass / [ ] Fail
SV-258124r1045250_rule,IA.02(11),MEDIUM,1,Run `dnf list --installed pcsc-lite`,"The following condition must NOT be true: the ""pcsc-lite"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258125r1045253_rule,IA.02(11),MEDIUM,1,Run `systemctl is-active pcscd.socket`,"'the pcscd socket' must be 'active,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258126r1045255_rule,IA.02(12),MEDIUM,1,Run `dnf list --installed opensc`,"The following condition must NOT be true: the ""opensc"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258127r1134925_rule,IA.05(2)(b),MEDIUM,1,Run `ssh-keygen -y -f /path/to/file`,"Must: the SSH private key files have a passcode. If it does not, this is a finding.",is a password prompt:,,[ ] Pass / [ ] Fail
SV-258128r1117265_rule,AC.03.1,MEDIUM,1,Run `grep sulogin /usr/lib/systemd/system/emergency.service`,"'this line' must be 'returned, or is commented out, this is a finding. If the output is different,'. If it is not, this is a finding.",Command output should show lines matching pattern: sulogin,Configuration: ExecStart = -/usr/lib/systemd/systemd-sulogin-shell,[ ] Pass / [ ] Fail
SV-258132r1134929_rule,IA.05(2)(c),MEDIUM,1,Run `find /etc/sssd/sssd.conf /etc/sssd/conf.d/ -type f -exec cat {} \`,"The following condition must NOT be true: there is no evidence of certificate mapping. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,File location: /etc/sssd/sssd.conf; Configuration: matchrule = <SAN>.*EDIPI@mil; Configuration: maprule = (userCertificate,[ ] Pass / [ ] Fail
SV-258133r1045263_rule,IA.05(13),MEDIUM,1,Run `grep -ir cache_credentials /etc/sssd/sssd.conf /etc/sssd/conf.d/`,"'offline_credentials_expiration' must be 'set to a value of'. If it is not, this is a finding.",Command output should show lines matching pattern: -ir,File location: /etc/sssd/sssd.conf; Configuration: cache_credentials = true; Configuration: offline_credentials_expiration = 1,[ ] Pass / [ ] Fail
SV-258133r1045263_rule,IA.05(13),MEDIUM,2,Run `grep -ir offline_credentials_expiration /etc/sssd/sssd.conf /etc/sssd/conf.d/`,"'offline_credentials_expiration' must be 'set to a value of'. If it is not, this is a finding.",Command output should show lines matching pattern: -ir,File location: /etc/sssd/sssd.conf; Configuration: cache_credentials = true; Configuration: offline_credentials_expiration = 1,[ ] Pass / [ ] Fail
SV-258134r1101983_rule,CM.03(5),MEDIUM,1,Run `find / -name aide.conf`,"Must: the file integrity tool is configured to verify ACLs. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,File location: /etc/aide.conf; File location: /etc/aide/aide.conf,[ ] Pass / [ ] Fail
SV-258134r1101983_rule,CM.03(5),MEDIUM,2,Run `cat /etc/aide.conf | more`,"Must: the file integrity tool is configured to verify ACLs. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,File location: /etc/aide.conf; File location: /etc/aide/aide.conf,[ ] Pass / [ ] Fail
SV-258135r1045267_rule,CM.03(5),MEDIUM,1,Run `ls -al /etc/cron.* | grep aide`,"Must: that RHEL 9 routinely executes a file integrity scan for changes to the system baseline. If it does not, this is a finding.",Command output should show lines matching pattern: aide,,[ ] Pass / [ ] Fail
SV-258135r1045267_rule,CM.03(5),MEDIUM,2,Run `grep aide /etc/crontab /var/spool/cron/root`,"Must: that RHEL 9 routinely executes a file integrity scan for changes to the system baseline. If it does not, this is a finding.",Command output should show lines matching pattern: aide,,[ ] Pass / [ ] Fail
SV-258136r1045270_rule,CM.06.1(iv),MEDIUM,1,Run `grep sha512 /etc/aide.conf`,"Must: that AIDE is configured to use FIPS 140-3 file hashing with the following command:

$ sudo grep sha512 /etc/aide. If it does not, this is a finding.",Command output should show lines matching pattern: sha512,File location: /etc/aide.conf; Configuration: All = p+i+n+u+g+s+m+S+sha512+acl+xattrs+selinux,[ ] Pass / [ ] Fail
SV-258138r1045274_rule,CM.06.1(iv),LOW,1,Run `grep acl /etc/aide.conf`,"Must: that AIDE is verifying ACLs with the following command:

$ sudo grep acl /etc/aide. If it does not, this is a finding.",Command output should show lines matching pattern: acl,File location: /etc/aide.conf; Configuration: All = p+i+n+u+g+s+m+S+sha512+acl+xattrs+selinux,[ ] Pass / [ ] Fail
SV-258139r1045276_rule,CM.06.1(iv),LOW,1,Run `grep xattrs /etc/aide.conf`,"Must: that AIDE is configured to verify extended attributes with the following command:

$ sudo grep xattrs /etc/aide. If it does not, this is a finding.",Command output should show lines matching pattern: xattrs,File location: /etc/aide.conf; Configuration: All = p+i+n+u+g+s+m+S+sha512+acl+xattrs+selinux,[ ] Pass / [ ] Fail
SV-258141r1045280_rule,IA.07.1,MEDIUM,1,Run `dnf list --installed rsyslog-gnutls`,"The following condition must NOT be true: the ""rsyslog-gnutls"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258142r991589_rule,CM.06.1(iv),MEDIUM,1,Run `systemctl is-active rsyslog`,"'the rsyslog service' must be 'active,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258143r1134931_rule,CM.06.1(iv),MEDIUM,1,Run `ss -tulnp | grep rsyslog`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: rsyslog,File location: /etc/rsyslog.conf,[ ] Pass / [ ] Fail
SV-258143r1134931_rule,CM.06.1(iv),MEDIUM,2,Run `grep -E 'InputTCPServerRun | UDPServerRun' /etc/rsyslog.conf /etc/rsyslog.d/*`,"The following condition must NOT be true: uncommented lines are returned. If it is true, this is a finding.",Command output should show lines matching pattern: rsyslog,File location: /etc/rsyslog.conf,[ ] Pass / [ ] Fail
SV-258144r1045286_rule,AC.17.1(1),MEDIUM,1,Run `grep -rE '(auth.\*|authpriv.\*|daemon.\*)' /etc/rsyslog.conf /etc/rsyslog.d/`,"Must: that RHEL 9 monitors all remote access methods. If it does not, this is a finding.",Command output should show lines matching pattern: -rE,File location: /etc/rsyslog.conf,[ ] Pass / [ ] Fail
SV-258146r1045288_rule,AU.04(1),MEDIUM,1,Run `grep -i 'StreamDriver[\.]*AuthMode' /etc/rsyslog.conf /etc/rsyslog.d/*.conf`,"The following condition must NOT be true: the ""StreamDriverAuthMode"" variable is in a module block. If it is true, this is a finding.",Command output should show lines matching pattern: -i,File location: /etc/rsyslog.conf,[ ] Pass / [ ] Fail
SV-258147r1045290_rule,AU.04(1),MEDIUM,1,Run `grep -i 'StreamDriver[\.]*Mode' /etc/rsyslog.conf /etc/rsyslog.d/*.conf`,"The following condition must NOT be true: the ""StreamDriverAuthMode"" variable is in a module block. If it is true, this is a finding.",Command output should show lines matching pattern: -i,File location: /etc/rsyslog.conf,[ ] Pass / [ ] Fail
SV-258149r1106462_rule,AU.04(1),MEDIUM,1,Run `grep -iR '@@' /etc/rsyslog.conf /etc/rsyslog.d/`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iR,File location: /etc/rsyslog.conf; File location: /etc/rsyslog.d/remoteLogging.conf,[ ] Pass / [ ] Fail
SV-258150r1045296_rule,CM.06.1(iv),MEDIUM,1,Run `grep -s cron /etc/rsyslog.conf /etc/rsyslog.d/*.conf`,"'rsyslog' must be 'logging messages for the cron facility or all facilities,'. If it is not, this is a finding.",Command output should show lines matching pattern: -s,File location: /etc/rsyslog.conf,[ ] Pass / [ ] Fail
SV-258150r1045296_rule,CM.06.1(iv),MEDIUM,2,Run `tail /var/log/messages`,"'rsyslog' must be 'logging messages for the cron facility or all facilities,'. If it is not, this is a finding.",Command output should show lines matching pattern: -s,File location: /etc/rsyslog.conf,[ ] Pass / [ ] Fail
SV-258151r1045298_rule,AU.03.1,MEDIUM,1,Run `dnf list --installed audit`,"The following condition must NOT be true: the ""audit"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258152r1015127_rule,AU.03.1,MEDIUM,1,Run `systemctl status auditd.service`,"'the audit service' must be 'active'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258155r1045300_rule,AU.04,MEDIUM,1,Run `grep -w log_file /etc/audit/auditd.conf`,"'the audit record partition' must be 'allocated for sufficient storage capacity,'. If it is not, this is a finding.",Command output should show lines matching pattern: -w,File location: /var/log/audit/audit.log; File location: /etc/audit/auditd.conf; Configuration: log_file = /var/log/audit/audit.log,[ ] Pass / [ ] Fail
SV-258159r971542_rule,AU.05(1),MEDIUM,1,Run `grep admin_space_left_action /etc/audit/auditd.conf`,"The following condition must NOT be true: there is no evidence that real-time alerts are configured on the system. If it is true, this is a finding.",Command output should show lines matching pattern: admin_space_left_action,File location: /etc/audit/auditd.conf; Configuration: admin_space_left_action = single,[ ] Pass / [ ] Fail
SV-258160r1038966_rule,AU.05.1(iv),MEDIUM,1,Run `grep max_log_file_action /etc/audit/auditd.conf`,"The following condition must NOT be true: there is no evidence of appropriate action. If it is true, this is a finding.",Command output should show lines matching pattern: max_log_file_action,File location: /etc/audit/auditd.conf; Configuration: max_log_file_action = ROTATE,[ ] Pass / [ ] Fail
SV-258161r958416_rule,AU.03.1,MEDIUM,1,Run `grep name_format /etc/audit/auditd.conf`,"Must: that RHEL 9 Audit Daemon is configured to label all offloaded audit logs, with the following command:

$ sudo grep name_format /etc/audit/auditd. If it does not, this is a finding.",Command output should show lines matching pattern: name_format,File location: /etc/audit/auditd.conf; Configuration: name_format = hostname,[ ] Pass / [ ] Fail
SV-258162r958754_rule,AU.04(1),MEDIUM,1,Run `grep -i overflow_action /etc/audit/auditd.conf`,"The following condition must NOT be true: the internal event queue becomes full. If it is true, this is a finding.",Command output should show lines matching pattern: -i,File location: /etc/audit/auditd.conf; Configuration: overflow_action = syslog,[ ] Pass / [ ] Fail
SV-258163r958424_rule,AU.05.1(ii),MEDIUM,1,Run `grep action_mail_acct /etc/audit/auditd.conf`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: action_mail_acct,File location: /etc/audit/auditd.conf; Configuration: action_mail_acct = root,[ ] Pass / [ ] Fail
SV-258164r1045301_rule,AU.12.1(ii),MEDIUM,1,Run `grep local_events /etc/audit/auditd.conf`,"Must: that the RHEL 9 audit system is configured to audit local events with the following command:

$ sudo grep local_events /etc/audit/auditd. If it does not, this is a finding.",Command output should show lines matching pattern: local_events,File location: /etc/audit/auditd.conf; Configuration: local_events = yes,[ ] Pass / [ ] Fail
SV-258165r958434_rule,AU.09.1,MEDIUM,1,Run `grep log_group /etc/audit/auditd.conf`,"'the audit log' must be 'group-owned by'. If it is not, this is a finding.",Command output should show lines matching pattern: log_group,File location: /etc/audit/auditd.conf; Configuration: log_file = /var/log/audit/audit.log,[ ] Pass / [ ] Fail
SV-258165r958434_rule,AU.09.1,MEDIUM,2,Run `grep -iw log_file /etc/audit/auditd.conf`,"'the audit log' must be 'group-owned by'. If it is not, this is a finding.",Command output should show lines matching pattern: log_group,File location: /etc/audit/auditd.conf; Configuration: log_file = /var/log/audit/audit.log,[ ] Pass / [ ] Fail
SV-258165r958434_rule,AU.09.1,MEDIUM,3,"Run `stat -c ""%G %n"" /var/log/audit/audit.log`","'the audit log' must be 'group-owned by'. If it is not, this is a finding.",Command output should show lines matching pattern: log_group,File location: /etc/audit/auditd.conf; Configuration: log_file = /var/log/audit/audit.log,[ ] Pass / [ ] Fail
SV-258166r1045303_rule,AU.09.1,MEDIUM,1,Run `grep -iw log_file /etc/audit/auditd.conf`,"'the audit log directory' must be 'owned by'. If it is not, this is a finding.",Command output should show lines matching pattern: -iw,File location: /var/log/audit/audit.log; File location: /etc/audit/auditd.conf; Configuration: log_file = /var/log/audit/audit.log,[ ] Pass / [ ] Fail
SV-258166r1045303_rule,AU.09.1,MEDIUM,2,Run `stat -c '%U %n' /var/log/audit`,"'the audit log directory' must be 'owned by'. If it is not, this is a finding.",Command output should show lines matching pattern: -iw,File location: /var/log/audit/audit.log; File location: /etc/audit/auditd.conf; Configuration: log_file = /var/log/audit/audit.log,[ ] Pass / [ ] Fail
SV-258167r1101918_rule,AU.09.1,MEDIUM,1,Run `find /var/log/audit/ -type f -exec stat -c '%a %n' {} \`,"The following condition must NOT be true: the audit logs have a mode more permissive than ""0600"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,File location: /var/log/audit/audit.log,[ ] Pass / [ ] Fail
SV-258168r958428_rule,AU.06.1(4),MEDIUM,1,Run `grep freq /etc/audit/auditd.conf`,"Must: that audit system is configured to flush to disk after every 100 records with the following command:

$ sudo grep freq /etc/audit/auditd. If it does not, this is a finding.",Command output should show lines matching pattern: freq,File location: /etc/audit/auditd.conf; Configuration: freq = 100,[ ] Pass / [ ] Fail
SV-258169r991556_rule,CM.06.1(iv),MEDIUM,1,Run `grep log_format /etc/audit/auditd.conf`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: log_format,File location: /etc/audit/auditd.conf; Configuration: log_format = ENRICHED,[ ] Pass / [ ] Fail
SV-258170r991589_rule,CM.06.1(iv),MEDIUM,1,Run `grep write_logs /etc/audit/auditd.conf`,"Must: that the audit system is configured to write logs to the disk with the following command:

$ sudo grep write_logs /etc/audit/auditd. If it does not, this is a finding.",Command output should show lines matching pattern: write_logs,File location: /etc/audit/auditd.conf; Configuration: write_logs = yes,[ ] Pass / [ ] Fail
SV-258171r1134934_rule,AU.12.1(iii),MEDIUM,1,"Run `find /etc/audit/rules.d/ /etc/audit/audit.rules /etc/audit/auditd.conf -type f -exec stat -c ""%a %n""`","The following condition must NOT be true: the audit configuration files have a mode more permissive than those shown. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,File location: /etc/audit/auditd.conf,[ ] Pass / [ ] Fail
SV-258174r958424_rule,AU.05.1(ii),MEDIUM,1,Run `Find the alias maps that are being used with the following command`,"'an alias' must be 'set,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: alias_maps = hash:/etc/aliases,[ ] Pass / [ ] Fail
SV-258175r1045310_rule,AU.04(1),MEDIUM,1,Run `dnf list --installed audispd-plugins`,"The following condition must NOT be true: the ""audispd-plugins"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258180r1045325_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep /usr/bin/umount`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: /usr/bin/umount,Configuration: path = /usr/bin/umount; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258181r1045328_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep chacl`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: chacl,Configuration: path = /usr/bin/chacl; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258182r1045331_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep setfacl`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: setfacl,Configuration: path = /usr/bin/setfacl; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258183r1045334_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep chcon`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: chcon,Configuration: path = /usr/bin/chcon; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258184r1045337_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep semanage`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: semanage,Configuration: path = /usr/sbin/semanage; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258185r1045340_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep setfiles`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: setfiles,Configuration: path = /usr/sbin/setfiles; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258186r1045343_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep setsebool`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: setsebool,Configuration: path = /usr/sbin/setsebool; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258191r1045358_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep chage`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: chage,Configuration: path = /usr/bin/chage; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258192r1045361_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep chsh`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: chsh,Configuration: path = /usr/bin/chsh; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258193r1045364_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep crontab`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: crontab,Configuration: path = /usr/bin/crontab; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258194r1045367_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep gpasswd`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: gpasswd,Configuration: path = /usr/bin/gpasswd; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258195r1045370_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep kmod`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: kmod,Configuration: path = /usr/bin/kmod; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258196r1045373_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep newgrp`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: newgrp,Configuration: path = /usr/bin/newgrp; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258197r1045376_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep timestamp`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: timestamp,Configuration: path = /usr/sbin/pam_timestamp_check; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258199r1045382_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep postdrop`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: postdrop,Configuration: path = /usr/sbin/postdrop; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258200r1045385_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep postqueue`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: postqueue,Configuration: path = /usr/sbin/postqueue; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258201r1045388_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep ssh-agent`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: ssh-agent,Configuration: path = /usr/bin/ssh-agent; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258202r1045391_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep ssh-keysign`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: ssh-keysign,Configuration: path = /usr/libexec/openssh/ssh-keysign; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258203r1045394_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep '/usr/bin/su\b'`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: /usr/bin/su\b,Configuration: path = /usr/bin/su; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258204r1045397_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep '/usr/bin/sudo\b'`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: /usr/bin/sudo\b,Configuration: path = /usr/bin/sudo; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258205r1045400_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep /usr/bin/sudoedit`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: /usr/bin/sudoedit,Configuration: path = /usr/bin/sudoedit; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258206r1045403_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep unix_chkpwd`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: unix_chkpwd,Configuration: path = /usr/sbin/unix_chkpwd; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258207r1045406_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep unix_update`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: unix_update,Configuration: path = /usr/sbin/unix_update; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258208r1045409_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep userhelper`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: userhelper,Configuration: path = /usr/sbin/userhelper; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258209r1045412_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep usermod`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: usermod,Configuration: path = /usr/sbin/usermod; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258210r1045415_rule,AU.03.1,MEDIUM,1,Run `auditctl -l | grep /usr/bin/mount`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: /usr/bin/mount,Configuration: path = /usr/bin/mount; Configuration: perm = x,[ ] Pass / [ ] Fail
